SiteId,Month,number_of_holidays
87,2015-08,1
87,2015-11,1
87,2015-12,3
87,2016-01,2
87,2016-03,1
87,2016-04,1
87,2016-05,1
87,2016-06,1
87,2016-08,1
87,2016-11,1
87,2016-12,3
87,2017-01,2
87,2017-04,2
87,2017-05,1
87,2017-06,1
87,2017-08,1
87,2017-11,1
87,2017-12,3
88,2015-01,2
88,2015-04,2
88,2015-05,1
88,2015-06,1
88,2015-08,1
88,2015-11,1
88,2015-12,3
88,2016-01,2
88,2016-03,1
88,2016-04,1
88,2016-05,1
88,2016-06,1
88,2016-08,1
88,2016-11,1
88,2016-12,3
88,2017-01,2
88,2017-04,2
88,2017-05,1
88,2017-06,1
88,2017-08,1
88,2017-11,1
88,2017-12,3
89,2015-01,2
89,2015-04,2
89,2015-05,1
89,2015-06,1
89,2015-08,1
89,2015-11,1
89,2015-12,3
89,2016-01,2
89,2016-03,1
89,2016-04,1
89,2016-05,1
89,2016-06,1
89,2016-08,1
89,2016-11,1
89,2016-12,3
89,2017-01,2
89,2017-04,2
89,2017-05,1
89,2017-06,1
89,2017-08,1
89,2017-11,1
89,2017-12,3
90,2015-01,2
90,2015-04,2
90,2015-05,1
90,2015-06,1
90,2015-08,1
90,2015-11,1
90,2015-12,3
90,2016-01,2
90,2016-03,1
90,2016-04,1
90,2016-05,1
90,2016-06,1
90,2016-08,1
90,2016-11,1
90,2016-12,3
90,2017-01,2
90,2017-04,2
90,2017-05,1
90,2017-06,1
90,2017-08,1
90,2017-11,1
90,2017-12,3
92,2015-01,2
92,2015-04,2
92,2015-05,1
92,2015-06,1
92,2015-08,1
92,2015-11,1
92,2015-12,3
92,2016-01,2
92,2016-03,1
92,2016-04,1
92,2016-05,1
92,2016-06,1
92,2016-08,1
92,2016-11,1
92,2016-12,3
92,2017-01,2
92,2017-04,2
92,2017-05,1
92,2017-06,1
92,2017-08,1
92,2017-11,1
92,2017-12,3
93,2014-01,2
93,2014-04,2
93,2014-05,1
93,2014-06,1
93,2014-08,1
93,2014-11,1
93,2014-12,3
93,2015-01,2
93,2015-04,2
93,2015-05,1
93,2015-06,1
93,2015-08,1
93,2015-11,1
93,2015-12,3
93,2016-01,2
93,2016-03,1
93,2016-04,1
93,2016-05,1
93,2016-06,1
93,2016-08,1
93,2016-11,1
93,2016-12,3
93,2017-01,2
93,2017-04,2
93,2017-05,1
93,2017-06,1
93,2017-08,1
93,2017-11,1
93,2017-12,3
94,2015-01,2
94,2015-04,2
94,2015-05,1
94,2015-06,1
94,2015-08,1
94,2015-11,1
94,2015-12,3
94,2016-01,2
94,2016-03,1
94,2016-04,1
94,2016-05,1
94,2016-06,1
94,2016-08,1
94,2016-11,1
94,2016-12,3
94,2017-01,2
94,2017-04,2
94,2017-05,1
94,2017-06,1
94,2017-08,1
94,2017-11,1
94,2017-12,3
96,2015-01,2
96,2015-04,2
96,2015-05,1
96,2015-06,1
96,2015-08,1
96,2015-11,1
96,2015-12,3
96,2016-01,2
96,2016-03,1
96,2016-04,1
96,2016-05,1
96,2016-06,1
96,2016-08,1
96,2016-11,1
96,2016-12,3
96,2017-01,2
96,2017-04,2
96,2017-05,1
96,2017-06,1
96,2017-08,1
96,2017-11,1
96,2017-12,3
98,2014-01,2
98,2014-04,2
98,2014-05,1
98,2014-06,1
98,2014-08,1
98,2014-11,1
98,2014-12,3
98,2015-01,2
98,2015-04,2
98,2015-05,1
98,2015-06,1
98,2015-08,1
98,2015-11,1
98,2015-12,3
98,2016-01,2
98,2016-03,1
98,2016-04,1
98,2016-05,1
98,2016-06,1
98,2016-08,1
98,2016-11,1
98,2016-12,3
98,2017-01,2
98,2017-04,2
98,2017-05,1
98,2017-06,1
98,2017-08,1
98,2017-11,1
98,2017-12,3
99,2014-01,2
99,2014-04,2
99,2014-05,1
99,2014-06,1
99,2014-08,1
99,2014-11,1
99,2014-12,3
99,2015-01,2
99,2015-04,2
99,2015-05,1
99,2015-06,1
99,2015-08,1
99,2015-11,1
99,2015-12,3
99,2016-01,2
99,2016-03,1
99,2016-04,1
99,2016-05,1
99,2016-06,1
99,2016-08,1
99,2016-11,1
99,2016-12,3
99,2017-01,2
99,2017-04,2
99,2017-05,1
99,2017-06,1
99,2017-08,1
99,2017-11,1
99,2017-12,3
100,2015-01,2
100,2015-04,2
100,2015-05,1
100,2015-06,1
100,2015-08,1
100,2015-11,1
100,2015-12,3
100,2016-01,2
100,2016-03,1
100,2016-04,1
100,2016-05,1
100,2016-06,1
100,2016-08,1
100,2016-11,1
100,2016-12,3
100,2017-01,2
100,2017-04,2
100,2017-05,1
100,2017-06,1
100,2017-08,1
100,2017-11,1
100,2017-12,3
101,2015-01,2
101,2015-04,2
101,2015-05,1
101,2015-06,1
101,2015-08,1
101,2015-11,1
101,2015-12,3
101,2016-01,2
101,2016-03,1
101,2016-04,1
101,2016-05,1
101,2016-06,1
101,2016-08,1
101,2016-11,1
101,2016-12,3
101,2017-01,2
101,2017-04,2
101,2017-05,1
101,2017-06,1
101,2017-08,1
101,2017-11,1
101,2017-12,3
102,2015-01,2
102,2015-04,2
102,2015-05,1
102,2015-06,1
102,2015-08,1
102,2015-11,1
102,2015-12,3
102,2016-01,2
102,2016-03,1
102,2016-04,1
102,2016-05,1
102,2016-06,1
102,2016-08,1
102,2016-11,1
102,2016-12,3
102,2017-01,2
102,2017-04,2
102,2017-05,1
102,2017-06,1
102,2017-08,1
102,2017-11,1
102,2017-12,3
105,2015-01,2
105,2015-04,2
105,2015-05,1
105,2015-06,1
105,2015-08,1
105,2015-11,1
105,2015-12,3
105,2016-01,2
105,2016-03,1
105,2016-04,1
105,2016-05,1
105,2016-06,1
105,2016-08,1
105,2016-11,1
105,2016-12,3
105,2017-01,2
105,2017-04,2
105,2017-05,1
105,2017-06,1
105,2017-08,1
105,2017-11,1
105,2017-12,3
106,2013-01,2
106,2013-04,2
106,2013-05,1
106,2013-06,1
106,2013-08,1
106,2013-11,1
106,2013-12,3
106,2014-01,2
106,2014-04,2
106,2014-05,1
106,2014-06,1
106,2014-08,1
106,2014-11,1
106,2014-12,3
107,2013-01,2
107,2013-04,2
107,2013-05,1
107,2013-06,1
107,2013-08,1
107,2013-11,1
107,2013-12,3
107,2014-01,2
107,2014-04,2
107,2014-05,1
107,2014-06,1
107,2014-08,1
107,2014-11,1
107,2014-12,3
108,2015-01,2
108,2015-04,2
108,2015-05,1
108,2015-06,1
108,2015-08,1
108,2015-11,1
108,2015-12,3
108,2016-01,2
108,2016-03,1
108,2016-04,1
108,2016-05,1
108,2016-06,1
108,2016-08,1
108,2016-11,1
108,2016-12,3
108,2017-01,2
108,2017-04,2
108,2017-05,1
108,2017-06,1
108,2017-08,1
108,2017-11,1
108,2017-12,3
109,2015-01,2
109,2015-04,2
109,2015-05,1
109,2015-06,1
109,2015-08,1
109,2015-11,1
109,2015-12,3
109,2016-01,2
109,2016-03,1
109,2016-04,1
109,2016-05,1
109,2016-06,1
109,2016-08,1
109,2016-11,1
109,2016-12,3
109,2017-01,2
109,2017-04,2
109,2017-05,1
109,2017-06,1
109,2017-08,1
109,2017-11,1
109,2017-12,3
110,2015-01,2
110,2015-04,2
110,2015-05,1
110,2015-06,1
110,2015-08,1
110,2015-11,1
110,2015-12,3
110,2016-01,2
110,2016-03,1
110,2016-04,1
110,2016-05,1
110,2016-06,1
110,2016-08,1
110,2016-11,1
110,2016-12,3
110,2017-01,2
110,2017-04,2
110,2017-05,1
110,2017-06,1
110,2017-08,1
110,2017-11,1
110,2017-12,3
111,2015-01,2
111,2015-04,2
111,2015-05,1
111,2015-06,1
111,2015-08,1
111,2015-11,1
111,2015-12,3
111,2016-01,2
111,2016-03,1
111,2016-04,1
111,2016-05,1
111,2016-06,1
111,2016-08,1
111,2016-11,1
111,2016-12,3
112,2014-01,2
112,2014-04,2
112,2014-05,1
112,2014-06,1
112,2014-08,1
112,2014-11,1
112,2014-12,3
112,2015-01,2
112,2015-04,2
112,2015-05,1
112,2015-06,1
112,2015-08,1
112,2015-11,1
112,2015-12,3
112,2016-01,2
112,2016-03,1
112,2016-04,1
112,2016-05,1
112,2016-06,1
112,2016-08,1
112,2016-11,1
112,2016-12,3
115,2014-01,2
115,2014-04,2
115,2014-05,1
115,2014-06,1
115,2014-08,1
115,2014-11,1
115,2014-12,3
115,2015-01,2
115,2015-04,2
115,2015-05,1
115,2015-06,1
115,2015-08,1
115,2015-11,1
115,2015-12,3
115,2016-01,2
115,2016-03,1
115,2016-04,1
115,2016-05,1
115,2016-06,1
115,2016-08,1
115,2016-11,1
115,2016-12,3
115,2017-01,2
115,2017-04,2
115,2017-05,1
115,2017-06,1
115,2017-08,1
115,2017-11,1
115,2017-12,3
116,2015-01,2
116,2015-04,2
116,2015-05,1
116,2015-06,1
116,2015-08,1
116,2015-11,1
116,2015-12,3
116,2016-01,2
116,2016-03,1
116,2016-04,1
116,2016-05,1
116,2016-06,1
116,2016-08,1
116,2016-11,1
116,2016-12,3
116,2017-01,2
116,2017-04,2
116,2017-05,1
116,2017-06,1
116,2017-08,1
116,2017-11,1
116,2017-12,3
117,2015-01,2
117,2015-04,2
117,2015-05,1
117,2015-06,1
117,2015-08,1
117,2015-11,1
117,2015-12,3
117,2016-01,2
117,2016-03,1
117,2016-04,1
117,2016-05,1
117,2016-06,1
117,2016-08,1
117,2016-11,1
117,2016-12,3
117,2017-01,2
117,2017-04,2
117,2017-05,1
117,2017-06,1
117,2017-08,1
117,2017-11,1
117,2017-12,3
118,2014-01,2
118,2014-04,2
118,2014-05,1
118,2014-06,1
118,2014-08,1
118,2014-11,1
118,2014-12,3
118,2015-01,2
118,2015-04,2
118,2015-05,1
118,2015-06,1
118,2015-08,1
118,2015-11,1
118,2015-12,3
118,2016-01,2
118,2016-03,1
118,2016-04,1
118,2016-05,1
118,2016-06,1
118,2016-08,1
118,2016-11,1
118,2016-12,3
119,2014-01,2
119,2014-04,2
119,2014-05,1
119,2014-06,1
119,2014-08,1
119,2014-11,1
119,2014-12,3
119,2015-01,2
119,2015-04,2
119,2015-05,1
119,2015-06,1
119,2015-08,1
119,2015-11,1
119,2015-12,3
119,2016-01,2
119,2016-03,1
119,2016-04,1
119,2016-05,1
119,2016-06,1
119,2016-08,1
119,2016-11,1
119,2016-12,3
119,2017-01,2
119,2017-04,2
119,2017-05,1
119,2017-06,1
119,2017-08,1
119,2017-11,1
119,2017-12,3
120,2014-01,2
120,2014-04,2
120,2014-05,1
120,2014-06,1
120,2014-08,1
120,2014-11,1
120,2014-12,3
120,2015-01,2
120,2015-04,2
120,2015-05,1
120,2015-06,1
120,2015-08,1
120,2015-11,1
120,2015-12,3
120,2016-01,2
120,2016-03,1
120,2016-04,1
120,2016-05,1
120,2016-06,1
120,2016-08,1
120,2016-11,1
120,2016-12,3
121,2014-01,2
121,2014-04,2
121,2014-05,1
121,2014-06,1
121,2014-08,1
121,2014-11,1
121,2014-12,3
121,2015-01,2
121,2015-04,2
121,2015-05,1
121,2015-06,1
121,2015-08,1
121,2015-11,1
121,2015-12,3
121,2016-01,2
121,2016-03,1
121,2016-04,1
121,2016-05,1
121,2016-06,1
121,2016-08,1
121,2016-11,1
121,2016-12,3
121,2017-01,2
121,2017-04,2
121,2017-05,1
121,2017-06,1
121,2017-08,1
121,2017-11,1
121,2017-12,3
122,2014-01,2
122,2014-04,2
122,2014-05,1
122,2014-06,1
122,2014-08,1
122,2014-11,1
122,2014-12,3
122,2015-01,2
122,2015-04,2
122,2015-05,1
122,2015-06,1
122,2015-08,1
122,2015-11,1
122,2015-12,3
122,2016-01,2
122,2016-03,1
122,2016-04,1
122,2016-05,1
122,2016-06,1
122,2016-08,1
122,2016-11,1
122,2016-12,3
122,2017-01,2
122,2017-04,2
122,2017-05,1
122,2017-06,1
122,2017-08,1
122,2017-11,1
122,2017-12,3
123,2014-01,2
123,2014-04,2
123,2014-05,1
123,2014-06,1
123,2014-08,1
123,2014-11,1
123,2014-12,3
123,2015-01,2
123,2015-04,2
123,2015-05,1
123,2015-06,1
123,2015-08,1
123,2015-11,1
123,2015-12,3
123,2016-01,2
123,2016-03,1
123,2016-04,1
123,2016-05,1
123,2016-06,1
123,2016-08,1
123,2016-11,1
123,2016-12,3
123,2017-01,2
123,2017-04,2
123,2017-05,1
123,2017-06,1
123,2017-08,1
123,2017-11,1
123,2017-12,3
124,2014-01,2
124,2014-04,2
124,2014-05,1
124,2014-06,1
124,2014-08,1
124,2014-11,1
124,2014-12,3
124,2015-01,2
124,2015-04,2
124,2015-05,1
124,2015-06,1
124,2015-08,1
124,2015-11,1
124,2015-12,3
124,2016-01,2
124,2016-03,1
124,2016-04,1
124,2016-05,1
124,2016-06,1
124,2016-08,1
124,2016-11,1
124,2016-12,3
124,2017-01,2
124,2017-04,2
124,2017-05,1
124,2017-06,1
124,2017-08,1
124,2017-11,1
124,2017-12,3
125,2015-01,2
125,2015-04,2
125,2015-05,1
125,2015-06,1
125,2015-08,1
125,2015-11,1
125,2015-12,3
125,2016-01,2
125,2016-03,1
125,2016-04,1
125,2016-05,1
125,2016-06,1
125,2016-08,1
125,2016-11,1
125,2016-12,3
125,2017-01,2
125,2017-04,2
125,2017-05,1
125,2017-06,1
125,2017-08,1
125,2017-11,1
125,2017-12,3
126,2014-01,2
126,2014-04,2
126,2014-05,1
126,2014-06,1
126,2014-08,1
126,2014-11,1
126,2014-12,3
126,2015-01,2
126,2015-04,2
126,2015-05,1
126,2015-06,1
126,2015-08,1
126,2015-11,1
126,2015-12,3
126,2016-01,2
126,2016-03,1
126,2016-04,1
126,2016-05,1
126,2016-06,1
126,2016-08,1
126,2016-11,1
126,2016-12,3
127,2015-01,2
127,2015-04,2
127,2015-05,1
127,2015-06,1
127,2015-08,1
127,2015-11,1
127,2015-12,3
127,2016-01,2
127,2016-03,1
127,2016-04,1
127,2016-05,1
127,2016-06,1
127,2016-08,1
127,2016-11,1
127,2016-12,3
127,2017-01,2
127,2017-04,2
127,2017-05,1
127,2017-06,1
127,2017-08,1
127,2017-11,1
127,2017-12,3
128,2014-01,2
128,2014-04,2
128,2014-05,1
128,2014-06,1
128,2014-08,1
128,2014-11,1
128,2014-12,3
128,2015-01,2
128,2015-04,2
128,2015-05,1
128,2015-06,1
128,2015-08,1
128,2015-11,1
128,2015-12,3
128,2016-01,2
128,2016-03,1
128,2016-04,1
128,2016-05,1
128,2016-06,1
128,2016-08,1
128,2016-11,1
128,2016-12,3
128,2017-01,2
128,2017-04,2
128,2017-05,1
128,2017-06,1
128,2017-08,1
128,2017-11,1
128,2017-12,3
129,2014-01,2
129,2014-04,2
129,2014-05,1
129,2014-06,1
129,2014-08,1
129,2014-11,1
129,2014-12,3
129,2015-01,2
129,2015-04,2
129,2015-05,1
129,2015-06,1
129,2015-08,1
129,2015-11,1
129,2015-12,3
129,2016-01,2
129,2016-03,1
129,2016-04,1
129,2016-05,1
129,2016-06,1
129,2016-08,1
129,2016-11,1
129,2016-12,3
129,2017-01,2
129,2017-04,2
129,2017-05,1
129,2017-06,1
129,2017-08,1
129,2017-11,1
129,2017-12,3
130,2015-01,2
130,2015-04,2
130,2015-05,1
130,2015-06,1
130,2015-08,1
130,2015-11,1
130,2015-12,3
130,2016-01,2
130,2016-03,1
130,2016-04,1
130,2016-05,1
130,2016-06,1
130,2016-08,1
130,2016-11,1
130,2016-12,3
131,2014-01,2
131,2014-04,2
131,2014-05,1
131,2014-06,1
131,2014-08,1
131,2014-11,1
131,2014-12,3
131,2015-01,2
131,2015-04,2
131,2015-05,1
131,2015-06,1
131,2015-08,1
131,2015-11,1
131,2015-12,3
131,2016-01,2
131,2016-03,1
131,2016-04,1
131,2016-05,1
131,2016-06,1
131,2016-08,1
131,2016-11,1
131,2016-12,3
131,2017-01,2
131,2017-04,2
131,2017-05,1
131,2017-06,1
131,2017-08,1
131,2017-11,1
131,2017-12,3
132,2014-01,2
132,2014-04,2
132,2014-05,1
132,2014-06,1
132,2014-08,1
132,2014-11,1
132,2014-12,3
132,2015-01,2
132,2015-04,2
132,2015-05,1
132,2015-06,1
132,2015-08,1
132,2015-11,1
132,2015-12,3
132,2016-01,2
132,2016-03,1
132,2016-04,1
132,2016-05,1
132,2016-06,1
132,2016-08,1
132,2016-11,1
132,2016-12,3
132,2017-01,2
132,2017-04,2
132,2017-05,1
132,2017-06,1
132,2017-08,1
132,2017-11,1
132,2017-12,3
134,2014-01,2
134,2014-04,2
134,2014-05,1
134,2014-06,1
134,2014-08,1
134,2014-11,1
134,2014-12,3
134,2015-01,2
134,2015-04,2
134,2015-05,1
134,2015-06,1
134,2015-08,1
134,2015-11,1
134,2015-12,3
134,2016-01,2
134,2016-03,1
134,2016-04,1
134,2016-05,1
134,2016-06,1
134,2016-08,1
134,2016-11,1
134,2016-12,3
134,2017-01,2
134,2017-04,2
134,2017-05,1
134,2017-06,1
134,2017-08,1
134,2017-11,1
134,2017-12,3
135,2014-01,2
135,2014-04,2
135,2014-05,1
135,2014-06,1
135,2014-08,1
135,2014-11,1
135,2014-12,3
135,2015-01,2
135,2015-04,2
135,2015-05,1
135,2015-06,1
135,2015-08,1
135,2015-11,1
135,2015-12,3
135,2016-01,2
135,2016-03,1
135,2016-04,1
135,2016-05,1
135,2016-06,1
135,2016-08,1
135,2016-11,1
135,2016-12,3
135,2017-01,2
135,2017-04,2
135,2017-05,1
135,2017-06,1
135,2017-08,1
135,2017-11,1
135,2017-12,3
136,2015-01,2
136,2015-04,2
136,2015-05,1
136,2015-06,1
136,2015-08,1
136,2015-11,1
136,2015-12,3
136,2016-01,2
136,2016-03,1
136,2016-04,1
136,2016-05,1
136,2016-06,1
136,2016-08,1
136,2016-11,1
136,2016-12,3
136,2017-01,2
136,2017-04,2
136,2017-05,1
136,2017-06,1
136,2017-08,1
136,2017-11,1
136,2017-12,3
139,2015-01,2
139,2015-04,2
139,2015-05,1
139,2015-06,1
139,2015-08,1
139,2015-11,1
139,2015-12,3
139,2016-01,2
139,2016-03,1
139,2016-04,1
139,2016-05,1
139,2016-06,1
139,2016-08,1
139,2016-11,1
139,2016-12,3
139,2017-01,2
139,2017-04,2
139,2017-05,1
139,2017-06,1
139,2017-08,1
139,2017-11,1
139,2017-12,3
140,2015-01,2
140,2015-04,2
140,2015-05,1
140,2015-06,1
140,2015-08,1
140,2015-11,1
140,2015-12,3
140,2016-01,2
140,2016-03,1
140,2016-04,1
140,2016-05,1
140,2016-06,1
140,2016-08,1
140,2016-11,1
140,2016-12,3
140,2017-01,2
140,2017-04,2
140,2017-05,1
140,2017-06,1
140,2017-08,1
140,2017-11,1
140,2017-12,3
141,2015-01,2
141,2015-04,2
141,2015-05,1
141,2015-06,1
141,2015-08,1
141,2015-11,1
141,2015-12,3
141,2016-01,2
141,2016-03,1
141,2016-04,1
141,2016-05,1
141,2016-06,1
141,2016-08,1
141,2016-11,1
141,2016-12,3
141,2017-01,2
141,2017-04,2
141,2017-05,1
141,2017-06,1
141,2017-08,1
141,2017-11,1
141,2017-12,3
142,2014-01,2
142,2014-04,2
142,2014-05,1
142,2014-06,1
142,2014-08,1
142,2014-11,1
142,2014-12,3
142,2015-01,2
142,2015-04,2
142,2015-05,1
142,2015-06,1
142,2015-08,1
142,2015-11,1
142,2015-12,3
142,2016-01,2
142,2016-03,1
142,2016-04,1
142,2016-05,1
142,2016-06,1
142,2016-08,1
142,2016-11,1
142,2016-12,3
142,2017-01,2
142,2017-04,2
142,2017-05,1
142,2017-06,1
142,2017-08,1
142,2017-11,1
142,2017-12,3
143,2016-01,2
143,2016-03,1
143,2016-04,1
143,2016-05,1
143,2016-06,1
143,2016-08,1
143,2016-11,1
143,2016-12,3
143,2017-01,2
143,2017-04,2
143,2017-05,1
143,2017-06,1
143,2017-08,1
143,2017-11,1
143,2017-12,3
145,2014-01,2
145,2014-04,2
145,2014-05,1
145,2014-06,1
145,2014-08,1
145,2014-11,1
145,2014-12,3
145,2015-01,2
145,2015-04,2
145,2015-05,1
145,2015-06,1
145,2015-08,1
145,2015-11,1
145,2015-12,3
145,2016-01,2
145,2016-03,1
145,2016-04,1
145,2016-05,1
145,2016-06,1
145,2016-08,1
145,2016-11,1
145,2016-12,3
145,2017-01,2
145,2017-04,2
145,2017-05,1
145,2017-06,1
145,2017-08,1
145,2017-11,1
145,2017-12,3
146,2015-01,2
146,2015-04,2
146,2015-05,1
146,2015-06,1
146,2015-08,1
146,2015-11,1
146,2015-12,3
146,2016-01,2
146,2016-03,1
146,2016-04,1
146,2016-05,1
146,2016-06,1
146,2016-08,1
146,2016-11,1
146,2016-12,3
146,2017-01,2
146,2017-04,2
146,2017-05,1
146,2017-06,1
146,2017-08,1
146,2017-11,1
146,2017-12,3
148,2015-01,2
148,2015-04,2
148,2015-05,1
148,2015-06,1
148,2015-08,1
148,2015-11,1
148,2015-12,3
148,2016-01,2
148,2016-03,1
148,2016-04,1
148,2016-05,1
148,2016-06,1
148,2016-08,1
148,2016-11,1
148,2016-12,3
148,2017-01,2
148,2017-04,2
148,2017-05,1
148,2017-06,1
148,2017-08,1
148,2017-11,1
148,2017-12,3
149,2015-01,2
149,2015-04,2
149,2015-05,1
149,2015-06,1
149,2015-08,1
149,2015-11,1
149,2015-12,3
149,2016-01,2
149,2016-03,1
149,2016-04,1
149,2016-05,1
149,2016-06,1
149,2016-08,1
149,2016-11,1
149,2016-12,3
149,2017-01,2
149,2017-04,2
149,2017-05,1
149,2017-06,1
149,2017-08,1
149,2017-11,1
149,2017-12,3
150,2014-01,2
150,2014-04,2
150,2014-05,1
150,2014-06,1
150,2014-08,1
150,2014-11,1
150,2014-12,3
150,2015-01,2
150,2015-04,2
150,2015-05,1
150,2015-06,1
150,2015-08,1
150,2015-11,1
150,2015-12,3
150,2016-01,2
150,2016-03,1
150,2016-04,1
150,2016-05,1
150,2016-06,1
150,2016-08,1
150,2016-11,1
150,2016-12,3
150,2017-01,2
150,2017-04,2
150,2017-05,1
150,2017-06,1
150,2017-08,1
150,2017-11,1
150,2017-12,3
151,2014-01,2
151,2014-04,2
151,2014-05,1
151,2014-06,1
151,2014-08,1
151,2014-11,1
151,2014-12,3
151,2015-01,2
151,2015-04,2
151,2015-05,1
151,2015-06,1
151,2015-08,1
151,2015-11,1
151,2015-12,3
151,2016-01,2
151,2016-03,1
151,2016-04,1
151,2016-05,1
151,2016-06,1
151,2016-08,1
151,2016-11,1
151,2016-12,3
151,2017-01,2
151,2017-04,2
151,2017-05,1
151,2017-06,1
151,2017-08,1
151,2017-11,1
151,2017-12,3
152,2015-01,2
152,2015-04,2
152,2015-05,1
152,2015-06,1
152,2015-08,1
152,2015-11,1
152,2015-12,3
152,2016-01,2
152,2016-03,1
152,2016-04,1
152,2016-05,1
152,2016-06,1
152,2016-08,1
152,2016-11,1
152,2016-12,3
152,2017-01,2
152,2017-04,2
152,2017-05,1
152,2017-06,1
152,2017-08,1
152,2017-11,1
152,2017-12,3
153,2015-01,2
153,2015-04,2
153,2015-05,1
153,2015-06,1
153,2015-08,1
153,2015-11,1
153,2015-12,3
153,2016-01,2
153,2016-03,1
153,2016-04,1
153,2016-05,1
153,2016-06,1
